text,intent
['Serve it contain aroma?'],Product Inquiry-Ingredients
"['As a pro MUA, I represent wondering if you offer up any pro discount surgery loyalty syllabus?']",Professional Inquiry
['Ace have a ballock allergy. Get along any of your eyeshadow palettes contain nut - derived ingredients?'],Product Inquiry-Ingredients
['Do you offer up toll matching for this product?'],Product Inquiry-Price
['real expensive'],Feedback-Complaints
['olive oil colour'],Product Inquiry-Ingredients
['My package with the eco - friendly ware arrived damaged.'],Customer Support-Shipping Issues
"[""I ' thousand explore for an nether - center corrector to brighten and color correct dark roach. Any recommendations?""]",Product Inquiry-Recommendations
['shea butter'],Product Inquiry-Ingredients
['When will the latest foundation personify backwards in gunstock?'],Product Inquiry-Availability
"['Thither live an issue with the shipping address, give the axe you help?']",Customer Support-Shipping Issues
['Iodine am concerned in a partnership with your brand.'],Professional Inquiry
['Personify the paraben - free moisturizer usable or not?'],Product Inquiry-Availability
['What lip liner would you suggest for forbid feathering and making lipstick net longer?'],Product Inquiry-Recommendations
['The publicity was damage when it arrived.'],Feedback-Complaints
"[""It ' s been over a calendar month and 1 still haven ' metric ton received my repayment after doing a coming back!""]",Customer Support-Returns and Refunds
['Launching more than multi - tax hybrid makeup spliff / creams would embody so on - trend!'],Feedback-Suggestions
['I be intimate your mathematical product!'],Feedback-Compliments
"[""One ' m a knockout blogger concerned in potentially collaborating on tutorial / content.""]",Professional Inquiry
['Can you do this product usable in eco - friendly packaging?'],Feedback-Suggestions
['How many commercial enterprise day does it take for the package to arrive?'],Customer Support-Order Status
"[""This exist the best matter I ' ve ever bought, pass on downwards.""]",Feedback-Compliments
['How much?'],Product Inquiry-Price
['Has my order ship yet?'],Customer Support-Order Status
"['The vitamin c pick is part of my routine, and I adore information technology!']",Feedback-Compliments
['Can you believe providing sample with orders?'],Feedback-Suggestions
['Is this fictile - free packaging deserving the terms?'],Product Inquiry-Price
['ceratin'],Product Inquiry-Ingredients
"['Iodine haven ’ t meet any updates on my rules of order, this be bullshit.']",Customer Support-Order Status
['Why is the transportation taking so long for the vegan skin care?'],Customer Support-Shipping Issues
"[""I ' m a beauty blogger concerned in potentially collaborating on tutorial / content.""]",Professional Inquiry
"[""It ' s non fine""]",Feedback-Complaints
"['You need to intercept into the One thousand - knockout cushion covenant, tone - up emollient trend.']",Feedback-Suggestions
['Adding a heart to the serum bottle would be convenient.'],Feedback-Suggestions
['A makeup setting spray would be an awing addition to your be face line.'],Feedback-Suggestions
['non worth it'],Feedback-Complaints
['Your customer overhaul be know useless!'],Feedback-Complaints
"[""Atomic number 53 ' vitamin d similar to collaborate with your cruelty - free brand, who should I contact?""]",Professional Inquiry
['Cost'],Product Inquiry-Price
['Transform your pelt with our magical elixir! Ordering at present and get 50% off your first purchase! Use codification: MAGIC50 at checkout. Special time fling! # Skin care # BeautyDeals'],Others
"[""I ' m a independent makeup artist and would love to be considered for opportunity with your brand.""]",Professional Inquiry
"['I searched extensively for a shampoo with a honey rule, so far I could only receive it on deuce internet site, and both had it priced at double the usual pace.']",Product Inquiry-Availability
"[""Can you suggest a good flush formula that doesn ' t accentuate grain operating room look cakey? I have juiceless, ripe skin.""]",Product Inquiry-Recommendations
"[""How do I return a merchandise Ace don ' liothyronine comparable?""]",Customer Support-Returns and Refunds
['I got a delivery exclusion observance for my orderliness but no former details. Live it drop off or delayed?'],Customer Support-Order Status
['You should consider adding more economic value and perks to your dedication payoff program.'],Feedback-Suggestions
['Mist after or before the cream?'],Product Inquiry-Usage Instructions
"[""Should I employ information technology if One ' m going to set a chemical peeling the next day?""]",Product Inquiry-Usage Instructions
"[""It ' s surprising how men experience changed today. They have exposed ankles, fitted pants, rob eyebrow, manicured nails, and skincare procedure. They are taking on things traditionally associated with charwoman.""]",Feedback-Complaints
"[""It ' s metre you stretch forth your brow range with pomades, gel and other tools beyond precisely pencils.""]",Feedback-Suggestions
['Arse you update me on my rescript status?'],Customer Support-Order Status
['Practise you give birth a store locator on your website?'],Others
['Which cleanser would you evoke for sensitive skin?'],Product Inquiry-Recommendations
"[""Information technology ' s been over ternion week and I still haven ' t received my repayment after returning intersection. This is unacceptable!""]",Customer Support-Returns and Refunds
"[""Unity ' m interested in become a distributor for your plastic - spare product, what ' s the procedure?""]",Professional Inquiry
['Information technology would be great if you offer more than vegan intersection.'],Feedback-Suggestions
"[""Exist thither any chance you ' ll acquire more of this soon? It ' s have sex annoying!""]",Product Inquiry-Availability
"[""How do I go astir come back an item that cause an allergic reaction? I have a doc ' s note.""]",Customer Support-Returns and Refunds
['Why the fuck hasn ’ metric ton my society ship yet?'],Customer Support-Order Status
['Follow the prix fixe brush solidification ignore from the individual brush price if purchase separately?'],Product Inquiry-Price
['Can you add more than refinement for your base?'],Feedback-Suggestions
['Bottom I draw a repayment for this crappy shipping service?'],Customer Support-Shipping Issues
"['My order was shipped to the wrong address, what should I make?']",Customer Support-Shipping Issues
"[""Preceptor ' t embody a douchebag.""]",Others
['Do Iodin need to apply this on dry oregon damp cutis?'],Product Inquiry-Usage Instructions
['charcoal gray'],Product Inquiry-Ingredients
['Tooshie you provide a full factor list for this lotion?'],Product Inquiry-Ingredients
"[""Your brand ne'er disappoints, forever top quality.""]",Feedback-Compliments
"[""I ' m a free lance makeup creative person and would love to represent considered for opportunities with your mark.""]",Professional Inquiry
"[""Information technology ' s my favorite""]",Feedback-Compliments
['biotic community of alive followers'],Professional Inquiry
"['This ware make up hump amazing, I love it!']",Feedback-Compliments
['How the hell suffice Ane return this product?'],Customer Support-Returns and Refunds
['It would be enceinte if you offered more inhuman treatment - costless skin care.'],Feedback-Suggestions
['Should 1 use a'],Product Inquiry-Usage Instructions
['Take making a locomotion - size of it adaptation of the cleanser.'],Feedback-Suggestions
